Name,Year of release,Rating,Genre,imdb Url,votes
Ben-Hur,(2016),5.7,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt2638144/?ref_=adv_li_tt,"32,980"
Comrade Detective,(2017– ),7.3,"
Action, Comedy            ",http://www.imdb.com/title/tt5834198/?ref_=adv_li_tt,"1,415"
Zathura: A Space Adventure,(2005),6.1,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0406375/?ref_=adv_li_tt,"75,223"
A Good Day to Die Hard,(2013),5.3,"
Action, Thriller            ",http://www.imdb.com/title/tt1606378/?ref_=adv_li_tt,"177,166"
Stargate,(1994),7.1,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0111282/?ref_=adv_li_tt,"157,398"
The Finest Hours,(2016),6.8,"
Action, Drama, History            ",http://www.imdb.com/title/tt2025690/?ref_=adv_li_tt,"49,002"
Gringo,(2018),NA,"
Action, Comedy, Drama            ",http://www.imdb.com/title/tt3721964/?ref_=adv_li_tt,NA
Brick,(2005),7.4,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0393109/?ref_=adv_li_tt,"90,118"
The Saint,(2017 TV Movie),4.8,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt2569088/?ref_=adv_li_tt,"2,707"
Beowulf,(2007),6.2,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0442933/?ref_=adv_li_tt,"149,021"
Judge Dredd,(1995),5.5,"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt0113492/?ref_=adv_li_tt,"95,961"
Vampire Academy,(2014),5.6,"
Action, Comedy, Fantasy            ",http://www.imdb.com/title/tt1686821/?ref_=adv_li_tt,"45,753"
Stratton,(2017),4.8,"
Action, Thriller            ",http://www.imdb.com/title/tt3567666/?ref_=adv_li_tt,"1,569"
The Spy Who Loved Me,(1977),7.1,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0076752/?ref_=adv_li_tt,"83,003"
They Live,(1988),7.3,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt0096256/?ref_=adv_li_tt,"84,943"
The Rhythm Section,(2019),NA,"
Action, Mystery, Thriller            ",http://www.imdb.com/title/tt7134096/?ref_=adv_li_tt,NA
Legend of the Seeker,(2008–2010),7.7,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0844653/?ref_=adv_li_tt,"30,529"
Angry Birds,(2016),6.3,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt1985949/?ref_=adv_li_tt,"60,905"
Kung Fu Panda,(2008),7.6,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0441773/?ref_=adv_li_tt,"343,527"
Hancock,(2008),6.4,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0448157/?ref_=adv_li_tt,"379,519"
Homefront,(I) (2013),6.5,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt2312718/?ref_=adv_li_tt,"91,405"
Continuum,(I) (2012–2015),7.7,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt1954347/?ref_=adv_li_tt,"50,840"
Rush Hour,(1998),6.9,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0120812/?ref_=adv_li_tt,"203,979"
Equilibrium,(2002),7.5,"
Action, Drama, Sci-Fi            ",http://www.imdb.com/title/tt0238380/?ref_=adv_li_tt,"279,996"
The Bourne Ultimatum,(2007),8.1,"
Action, Mystery, Thriller            ",http://www.imdb.com/title/tt0440963/?ref_=adv_li_tt,"542,852"
The Blues Brothers,(1980),7.9,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0080455/?ref_=adv_li_tt,"155,138"
How to Train Your Dragon 2,(2014),7.8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt1646971/?ref_=adv_li_tt,"246,363"
Man on Fire,(2004),7.7,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0328107/?ref_=adv_li_tt,"287,497"
King Arthur,(2004),6.3,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0349683/?ref_=adv_li_tt,"145,054"
Miss Congeniality,(2000),6.2,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0212346/?ref_=adv_li_tt,"152,797"
Moonraker,(1979),6.3,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0079574/?ref_=adv_li_tt,"75,760"
The Dukes of Hazzard,(2005),5.1,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0377818/?ref_=adv_li_tt,"69,402"
Mission: Impossible III,(2006),6.9,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0317919/?ref_=adv_li_tt,"278,048"
3 Ninjas,(1992),5.2,"
Action, Comedy, Family            ",http://www.imdb.com/title/tt0103596/?ref_=adv_li_tt,"17,564"
Killing Gunther,(2017),4.7,"
Action, Comedy            ",http://www.imdb.com/title/tt5689068/?ref_=adv_li_tt,"2,777"
Fantastic Four,(I) (2005),5.7,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt0120667/?ref_=adv_li_tt,"282,052"
The Last Samurai,(2003),7.7,"
Action, Drama, History            ",http://www.imdb.com/title/tt0325710/?ref_=adv_li_tt,"343,559"
Fast & Furious,(2009),6.6,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt1013752/?ref_=adv_li_tt,"225,351"
Indiana Jones and the Kingdom of the Crystal Skull,(2008),6.2,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0367882/?ref_=adv_li_tt,"362,054"
Flash Gordon,(1980),6.5,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0080745/?ref_=adv_li_tt,"41,543"
Kickboxer: Vengeance,(2016),4.9,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt3082898/?ref_=adv_li_tt,"7,764"
Untitled Star Trek Sequel,,NA,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt4756228/?ref_=adv_li_tt,NA
Fast & Furious 9,(2020),NA,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt5433138/?ref_=adv_li_tt,NA
The Three Musketeers,(2011),5.8,"
Action, Adventure, Romance            ",http://www.imdb.com/title/tt1509767/?ref_=adv_li_tt,"94,257"
Megamind,(2010),7.3,"
Animation, Action, Comedy            ",http://www.imdb.com/title/tt1001526/?ref_=adv_li_tt,"190,222"
The Expendables,(2010),6.5,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt1320253/?ref_=adv_li_tt,"290,858"
The Tourist,(2010),6,"
Action, Crime, Romance            ",http://www.imdb.com/title/tt1243957/?ref_=adv_li_tt,"192,397"
Dante's Peak,(1997),5.9,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0118928/?ref_=adv_li_tt,"68,015"
The Fast and the Furious: Tokyo Drift,(2006),6,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0463985/?ref_=adv_li_tt,"201,203"
Dangal,(2016),8.6,"
Action, Biography, Drama            ",http://www.imdb.com/title/tt5074352/?ref_=adv_li_tt,"77,353"
The Do-Over,(2016),5.7,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt4769836/?ref_=adv_li_tt,"27,334"
Cloverfield,(2008),7,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt1060277/?ref_=adv_li_tt,"322,584"
Total Recall,(I) (2012),6.3,"
Action, Adventure, Mystery            ",http://www.imdb.com/title/tt1386703/?ref_=adv_li_tt,"216,246"
The Nut Job 2: Nutty by Nature,(2017),5.1,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt3486626/?ref_=adv_li_tt,"2,159"
"Magnum, P.I.",(1980–1988),7.5,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0080240/?ref_=adv_li_tt,"17,271"
The A-Team,(1983–1987),7.6,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0084967/?ref_=adv_li_tt,"28,318"
Tomorrow Never Dies,(1997),6.5,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0120347/?ref_=adv_li_tt,"159,022"
The League of Extraordinary Gentlemen,(2003),5.8,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0311429/?ref_=adv_li_tt,"149,742"
"Walker, Texas Ranger",(1993–2001),5.5,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0106168/?ref_=adv_li_tt,"12,753"
Transformers: Revenge of the Fallen,(2009),6,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1055369/?ref_=adv_li_tt,"346,115"
Friday Night Lights,(2004),7.3,"
Action, Drama, Sport            ",http://www.imdb.com/title/tt0390022/?ref_=adv_li_tt,"50,853"
The Mummy Returns,(2001),6.3,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0209163/?ref_=adv_li_tt,"266,656"
The Hunt for Red October,(1990),7.6,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0099810/?ref_=adv_li_tt,"153,865"
True Lies,(1994),7.2,"
Action, Comedy, Thriller            ",http://www.imdb.com/title/tt0111503/?ref_=adv_li_tt,"204,654"
Die Hard with a Vengeance,(1995),7.6,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0112864/?ref_=adv_li_tt,"320,313"
The Kingdom,(2007),7.1,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt0431197/?ref_=adv_li_tt,"106,976"
Bounty Hunters,(2017– ),5.8,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt7350790/?ref_=adv_li_tt,231
Escape from New York,(1981),7.2,"
Action, Sci-Fi            ",http://www.imdb.com/title/tt0082340/?ref_=adv_li_tt,"101,776"
Kingsman 3,,NA,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt6856242/?ref_=adv_li_tt,NA
The A-Team,(2010),6.8,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0429493/?ref_=adv_li_tt,"224,067"
Dragon Ball Z,(1996–2003),8.7,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0214341/?ref_=adv_li_tt,"90,451"
Mad Max 2,(1981),7.6,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0082694/?ref_=adv_li_tt,"145,046"
Max Payne,(2008),5.4,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0467197/?ref_=adv_li_tt,"112,990"
Pixels,(2015),5.6,"
Action, Comedy, Fantasy            ",http://www.imdb.com/title/tt2120120/?ref_=adv_li_tt,"107,684"
Cell,(I) (2016),4.3,"
Action, Drama, Horror            ",http://www.imdb.com/title/tt0775440/?ref_=adv_li_tt,"18,634"
Speed,(1994),7.2,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0111257/?ref_=adv_li_tt,"281,951"
Road House,(1989),6.5,"
Action, Thriller            ",http://www.imdb.com/title/tt0098206/?ref_=adv_li_tt,"47,939"
Body of Lies,(2008),7.1,"
Action, Drama, Romance            ",http://www.imdb.com/title/tt0758774/?ref_=adv_li_tt,"187,126"
Lost in Space,(1998),5.1,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt0120738/?ref_=adv_li_tt,"61,779"
I Am Wrath,(2016),5.3,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt3212232/?ref_=adv_li_tt,"8,998"
Fast Five,(2011),7.3,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt1596343/?ref_=adv_li_tt,"309,902"
Teen Titans Go!,(2013– ),4.8,"
Animation, Action, Comedy            ",http://www.imdb.com/title/tt2771780/?ref_=adv_li_tt,"10,259"
Salt,(2010),6.4,"
Action, Crime, Mystery            ",http://www.imdb.com/title/tt0944835/?ref_=adv_li_tt,"262,127"
The Island,(2005),6.9,"
Action, Adventure, Romance            ",http://www.imdb.com/title/tt0399201/?ref_=adv_li_tt,"277,367"
Twister,(1996),6.3,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0117998/?ref_=adv_li_tt,"153,526"
Blade: Trinity,(2004),5.9,"
Action, Adventure, Horror            ",http://www.imdb.com/title/tt0359013/?ref_=adv_li_tt,"144,947"
Big Hero 6: The Series,(2017– ),7.8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt5515212/?ref_=adv_li_tt,135
The Man with the Golden Gun,(1974),6.8,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0071807/?ref_=adv_li_tt,"80,259"
Four Brothers,(2005),6.9,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0430105/?ref_=adv_li_tt,"118,086"
Faster,(2010),6.5,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1433108/?ref_=adv_li_tt,"86,048"
G.I. Joe: The Rise of Cobra,(2009),5.8,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1046173/?ref_=adv_li_tt,"183,711"
Rambo,(2008),7,"
Action, Thriller, War            ",http://www.imdb.com/title/tt0462499/?ref_=adv_li_tt,"191,347"
The Perfect Storm,(2000),6.4,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0177971/?ref_=adv_li_tt,"140,273"
Escape Plan,(2013),6.7,"
Action, Crime, Mystery            ",http://www.imdb.com/title/tt1211956/?ref_=adv_li_tt,"194,412"
Gangster Squad,(2013),6.7,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1321870/?ref_=adv_li_tt,"185,770"
Han Solo: A Smuggler's Trade,(2016 Video),7.5,"
Short, Action, Sci-Fi            ",http://www.imdb.com/title/tt6342284/?ref_=adv_li_tt,281
Rambo: First Blood Part II,(1985),6.4,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0089880/?ref_=adv_li_tt,"127,833"
Demolition Man,(1993),6.6,"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt0106697/?ref_=adv_li_tt,"134,931"
Doomsday,(2008),6,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt0483607/?ref_=adv_li_tt,"65,874"
Wonder Woman,(2011 TV Movie),4.5,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt1740828/?ref_=adv_li_tt,"1,586"
Covert Affairs,(2010–2014),7.3,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1495708/?ref_=adv_li_tt,"24,004"
The Italian Job,(2003),7,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0317740/?ref_=adv_li_tt,"305,065"
The Beastmaster,(1982),6.2,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0083630/?ref_=adv_li_tt,"16,815"
Riddick,(2013),6.4,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt1411250/?ref_=adv_li_tt,"135,830"
Free State of Jones,(2016),6.9,"
Action, Biography, Drama            ",http://www.imdb.com/title/tt1124037/?ref_=adv_li_tt,"36,036"
Bad Boys,(1995),6.8,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0112442/?ref_=adv_li_tt,"189,073"
Planet Terror,(2007),7.1,"
Action, Comedy, Horror            ",http://www.imdb.com/title/tt1077258/?ref_=adv_li_tt,"178,884"
The Veil,(II) (2017),3.5,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt3343868/?ref_=adv_li_tt,657
Pain & Gain,(2013),6.4,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1980209/?ref_=adv_li_tt,"174,134"
Alien: Resurrection,(1997),6.2,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt0118583/?ref_=adv_li_tt,"193,262"
Kill Bill: The Whole Bloody Affair,(2011),8.8,"
Action, Crime            ",http://www.imdb.com/title/tt6019206/?ref_=adv_li_tt,"1,640"
Never Back Down,(2008),6.6,"
Action, Drama, Sport            ",http://www.imdb.com/title/tt1023111/?ref_=adv_li_tt,"86,170"
The Flash,(1990–1991),7.3,"
Action, Crime, Fantasy            ",http://www.imdb.com/title/tt0098798/?ref_=adv_li_tt,"5,145"
Grindhouse,(2007),7.6,"
Action, Horror, Thriller            ",http://www.imdb.com/title/tt0462322/?ref_=adv_li_tt,"163,305"
National Treasure,(2004),6.9,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt0368891/?ref_=adv_li_tt,"270,432"
Dr. No,(1962),7.3,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0055928/?ref_=adv_li_tt,"125,350"
The Three Musketeers,(1993),6.4,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0108333/?ref_=adv_li_tt,"44,104"
The Last Witch Hunter,(2015),6,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt1618442/?ref_=adv_li_tt,"76,411"
Young Guns II,(1990),6.5,"
Action, Western            ",http://www.imdb.com/title/tt0100994/?ref_=adv_li_tt,"25,997"
Jumper,(2008),6.1,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0489099/?ref_=adv_li_tt,"258,378"
Boku no Hero Academia,(2016– ),8.5,"
Animation, Action, Comedy            ",http://www.imdb.com/title/tt5626028/?ref_=adv_li_tt,"5,261"
Blade II,(2002),6.7,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt0187738/?ref_=adv_li_tt,"173,133"
TRON,(1982),6.8,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0084827/?ref_=adv_li_tt,"100,196"
Green Zone,(2010),6.8,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt0947810/?ref_=adv_li_tt,"116,940"
Teenage Mutant Ninja Turtles,(2014),5.8,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt1291150/?ref_=adv_li_tt,"182,926"
Miami Vice,(1984–1990),7.5,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0086759/?ref_=adv_li_tt,"18,562"
Lara Croft: Tomb Raider,(2001),5.8,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0146316/?ref_=adv_li_tt,"169,491"
Justice League Dark,(2017 Video),7.1,"
Animation, Action, Fantasy            ",http://www.imdb.com/title/tt2494376/?ref_=adv_li_tt,"11,412"
4: Rise of the Silver Surfer,(2007),5.6,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0486576/?ref_=adv_li_tt,"225,548"
The Blacklist: Redemption,(2017),7.2,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt5592230/?ref_=adv_li_tt,"4,384"
Brick Mansions,(2014),5.7,"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt1430612/?ref_=adv_li_tt,"35,151"
Pete's Dragon,(2016),6.7,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt2788732/?ref_=adv_li_tt,"42,388"
The Scorpion King,(2002),5.5,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0277296/?ref_=adv_li_tt,"111,986"
Dragonball Evolution,(2009),2.6,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt1098327/?ref_=adv_li_tt,"61,505"
Henry Danger,(2014– ),5.7,"
Action, Comedy, Family            ",http://www.imdb.com/title/tt3596174/?ref_=adv_li_tt,"1,693"
Legion,(2010),5.2,"
Action, Fantasy, Horror            ",http://www.imdb.com/title/tt1038686/?ref_=adv_li_tt,"86,368"
Olympus Has Fallen,(2013),6.5,"
Action, Thriller            ",http://www.imdb.com/title/tt2302755/?ref_=adv_li_tt,"220,821"
Tokyo Ghoul,(2014),8.1,"
Animation, Action, Drama            ",http://www.imdb.com/title/tt3741634/?ref_=adv_li_tt,"17,862"
Revolution,(2012–2014),6.7,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt2070791/?ref_=adv_li_tt,"75,636"
Logan's Run,(1976),6.8,"
Action, Sci-Fi            ",http://www.imdb.com/title/tt0074812/?ref_=adv_li_tt,"43,616"
Hardcore Henry,(2015),6.7,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt3072482/?ref_=adv_li_tt,"66,581"
Transformers: Dark of the Moon,(2011),6.3,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1399103/?ref_=adv_li_tt,"348,099"
Kaubôi bibappu,(1998–2003),8.9,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0213338/?ref_=adv_li_tt,"63,249"
S.W.A.T.,(2003),6,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0257076/?ref_=adv_li_tt,"126,059"
Ghost Rider,(2007),5.2,"
Action, Fantasy, Horror            ",http://www.imdb.com/title/tt0259324/?ref_=adv_li_tt,"196,002"
Top Gun: Maverick,(2019),NA,"
Action            ",http://www.imdb.com/title/tt1745960/?ref_=adv_li_tt,NA
G.I. Joe: Retaliation,(2013),5.8,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1583421/?ref_=adv_li_tt,"155,745"
Anaconda,(1997),4.7,"
Action, Adventure, Horror            ",http://www.imdb.com/title/tt0118615/?ref_=adv_li_tt,"80,466"
No Escape,(I) (2015),6.8,"
Action, Thriller            ",http://www.imdb.com/title/tt1781922/?ref_=adv_li_tt,"62,356"
Journey to the Center of the Earth,(2008),5.8,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt0373051/?ref_=adv_li_tt,"95,071"
Bonnie and Clyde,(1967),7.9,"
Action, Biography, Crime            ",http://www.imdb.com/title/tt0061418/?ref_=adv_li_tt,"87,245"
Takers,(2010),6.2,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt1135084/?ref_=adv_li_tt,"50,166"
Payback,(I) (1999),7.1,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0120784/?ref_=adv_li_tt,"118,685"
Get Smart,(2008),6.5,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0425061/?ref_=adv_li_tt,"178,082"
Men in Black II,(2002),6.1,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0120912/?ref_=adv_li_tt,"286,908"
Fate/Apocrypha,(2017– ),6.7,"
Animation, Action, Drama            ",http://www.imdb.com/title/tt6424454/?ref_=adv_li_tt,234
Mission: Impossible,(1996),7.1,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0117060/?ref_=adv_li_tt,"326,355"
The Suite Life on Deck,(2008–2011),6.3,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt1181917/?ref_=adv_li_tt,"11,493"
Spy Kids,(2001),5.4,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0227538/?ref_=adv_li_tt,"91,816"
The Matrix Revolutions,(2003),6.7,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0242653/?ref_=adv_li_tt,"390,408"
"I, Frankenstein",(2014),5.1,"
Action, Fantasy, Horror            ",http://www.imdb.com/title/tt1418377/?ref_=adv_li_tt,"71,325"
Assassin's Creed: Origins,(2017 Video Game),9.3,"
Action, Adventure, History            ",http://www.imdb.com/title/tt7025920/?ref_=adv_li_tt,593
Smokey and the Bandit,(1977),6.9,"
Action, Comedy            ",http://www.imdb.com/title/tt0076729/?ref_=adv_li_tt,"35,456"
Alien³,(1992),6.4,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt0103644/?ref_=adv_li_tt,"234,356"
'71,(2014),7.2,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt2614684/?ref_=adv_li_tt,"41,629"
Rambo III,(1988),5.7,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0095956/?ref_=adv_li_tt,"100,668"
Naruto: Shippûden,(2007–2017),8.5,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0988824/?ref_=adv_li_tt,"54,830"
Blood Father,(2016),6.4,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt3647498/?ref_=adv_li_tt,"45,442"
Red Dawn,(1984),6.4,"
Action, Drama            ",http://www.imdb.com/title/tt0087985/?ref_=adv_li_tt,"44,533"
The Bourne Legacy,(2012),6.7,"
Action, Adventure, Mystery            ",http://www.imdb.com/title/tt1194173/?ref_=adv_li_tt,"252,351"
The Eiger Sanction,(1975),6.4,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0072926/?ref_=adv_li_tt,"14,314"
The Expendables 2,(2012),6.6,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt1764651/?ref_=adv_li_tt,"263,450"
One Piece: Wan pîsu,(1999– ),8.6,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0388629/?ref_=adv_li_tt,"48,647"
Skyline,(2010),4.4,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt1564585/?ref_=adv_li_tt,"79,372"
Keanu,(2016),6.3,"
Action, Comedy            ",http://www.imdb.com/title/tt4139124/?ref_=adv_li_tt,"35,458"
Cliffhanger,(1993),6.4,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0106582/?ref_=adv_li_tt,"103,851"
Ghostbusters II,(1989),6.5,"
Action, Comedy, Fantasy            ",http://www.imdb.com/title/tt0097428/?ref_=adv_li_tt,"154,483"
The Hunter's Prayer,(2017),5.5,"
Action, Thriller            ",http://www.imdb.com/title/tt2674358/?ref_=adv_li_tt,"3,707"
Escape Plan 2: Hades,(2018),NA,"
Action, Thriller            ",http://www.imdb.com/title/tt6513656/?ref_=adv_li_tt,NA
Outlaw King,,NA,"
Action, Biography, Drama            ",http://www.imdb.com/title/tt6679794/?ref_=adv_li_tt,NA
Dark Angel,(2000–2002),7.4,"
Action, Drama, Mystery            ",http://www.imdb.com/title/tt0204993/?ref_=adv_li_tt,"27,145"
Hollow Man,(2000),5.7,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt0164052/?ref_=adv_li_tt,"108,555"
Resident Evil,(2002),6.7,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt0120804/?ref_=adv_li_tt,"218,063"
Hostage,(2005),6.6,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0340163/?ref_=adv_li_tt,"98,120"
The Fugitive,(1993),7.8,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0106977/?ref_=adv_li_tt,"229,061"
Kôkaku Kidôtai,(1995),8,"
Animation, Action, Crime            ",http://www.imdb.com/title/tt0113568/?ref_=adv_li_tt,"103,745"
The Sum of All Fears,(2002),6.4,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt0164184/?ref_=adv_li_tt,"91,677"
The Guardian,(I) (2006),6.9,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0406816/?ref_=adv_li_tt,"79,465"
Pokémon,(1997– ),7.5,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0176385/?ref_=adv_li_tt,"26,142"
Gong fu yu jia,(2017),5.3,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt4217392/?ref_=adv_li_tt,"5,113"
Lab Rats,(2012–2016),6.6,"
Action, Comedy, Family            ",http://www.imdb.com/title/tt1991564/?ref_=adv_li_tt,"3,623"
Vertical Limit,(2000),5.9,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0190865/?ref_=adv_li_tt,"52,493"
Sherlock Holmes 3,,NA,"
Action, Crime, Mystery            ",http://www.imdb.com/title/tt2094116/?ref_=adv_li_tt,NA
Blood Drive,(2017),7.4,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt4898282/?ref_=adv_li_tt,"3,696"
Zhan lang II,(2017),6.5,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt7131870/?ref_=adv_li_tt,"2,766"
North by Northwest,(1959),8.4,"
Action, Adventure, Mystery            ",http://www.imdb.com/title/tt0053125/?ref_=adv_li_tt,"243,380"
Tower Heist,(2011),6.2,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0471042/?ref_=adv_li_tt,"117,262"
The Mark of Zorro,(1940),7.6,"
Action, Adventure, Romance            ",http://www.imdb.com/title/tt0032762/?ref_=adv_li_tt,"8,003"
Atlantis: The Lost Empire,(2001),6.8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0230011/?ref_=adv_li_tt,"82,215"
